gene name	KO	thrshld	score	E-value	KO definition	MAG	CP	Count
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10068852_2	K01130	370.77	397.2	4.90E-119	arylsulfatase [EC:3.1.6.1]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10068853_2	K02481	544.23	551.2	6.20E-166	two-component system, NtrC family, response regulator	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10069070_1	K02109	44.5	47.5	5.20E-13	F-type H+-transporting ATPase subunit b	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10069070_2	K01008	111.73	340.7	4.70E-102	selenide, water dikinase [EC:2.7.9.3]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10069070_3	K03497	41.43	247	1.30E-73	ParB family transcriptional regulator, chromosome partitioning protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10069070_4	K03496	131.37	195.2	5.80E-58	chromosome partitioning protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10069079_2	K06872	46.03	257.4	4.00E-77	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10069079_3	K08988	102.43	165.6	3.60E-49	putative membrane protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10069126_1	K02355	518.93	637.1	1.70E-191	elongation factor G	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10069126_2	K02358	344.17	771.1	2.90E-232	elongation factor Tu	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10069293_3	K00185	183.77	675.2	1.30E-203	prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10069773_1	K03701	137.17	622.9	3.70E-187	excinuclease ABC subunit A	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10069881_2	K03307	298.7	437.1	3.80E-131	solute:Na+ symporter, SSS family	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10070175_1	K02405	186.47	219.1	3.40E-65	RNA polymerase sigma factor for flagellar operon FliA	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10070180_1	K19334	93.37	113.5	1.90E-33	biofilm protein TabA	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10070180_2	K03088	62	108.5	1.30E-31	RNA polymerase sigma-70 factor, ECF subfamily	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10070180_3	K07165	48.33	51.6	2.40E-14	transmembrane sensor	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10070216_1	K03497	41.43	164.9	1.10E-48	ParB family transcriptional regulator, chromosome partitioning protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10070216_2	K03496	131.37	297.7	4.40E-89	chromosome partitioning protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10070216_3	K08999	36.47	188.9	3.60E-56	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10070411_1	K00297	32.27	48.9	1.20E-13	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10070694_2	K01195	404.3	439.3	7.10E-132	beta-glucuronidase [EC:3.2.1.31]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10070882_3	K01431	288.37	384.1	3.90E-115	beta-ureidopropionase [EC:3.5.1.6]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10070906_1	K09955	69.6	115.7	4.20E-34	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10070906_2	K06201	48.73	294.6	3.60E-88	copper homeostasis protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10071073_1	K02111	480.47	697.8	4.30E-210	F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10071073_2	K02113	54.3	141.3	1.30E-41	F-type H+-transporting ATPase subunit delta	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10071073_3	K02109	44.5	71.7	2.10E-20	F-type H+-transporting ATPase subunit b	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10071073_4	K02109	44.5	63.1	9.30E-18	F-type H+-transporting ATPase subunit b	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10071209_2	K01130	370.77	410.5	4.70E-123	arylsulfatase [EC:3.1.6.1]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10071231_2	K09137	49.5	172	2.90E-51	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10071231_3	K06199	28.2	112	1.10E-32	fluoride exporter	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10071242_2	K01448	31.93	37.7	3.30E-10	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10071607_1	K04066	86.27	336.9	6.60E-101	primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10071723_2	K07133	95.3	260.8	7.90E-78	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10071723_4	K07341	38	121.7	9.30E-36	death on curing protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10071774_2	K09457	108.2	190.6	6.90E-57	7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10072027_2	K07491	14.5	33	1.30E-08	putative transposase	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10072102_3	K00639	496.53	621.3	6.20E-187	glycine C-acetyltransferase [EC:2.3.1.29]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10072536_1	K07075	49.5	75.4	1.60E-21	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10072536_2	K07075	49.5	86.9	5.10E-25	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10072638_3	K09992	60.2	145.9	4.60E-43	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10073753_1	K02004	51.5	76.1	5.80E-22	putative ABC transport system permease protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10073753_2	K02003	295.13	326.8	6.90E-98	putative ABC transport system ATP-binding protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10073864_2	K03183	240.3	273.2	1.10E-81	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10073864_3	K03186	56.43	274.4	4.20E-82	flavin prenyltransferase [EC:2.5.1.129]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10074078_3	K06889	111.3	142.5	4.20E-42	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10074102_2	K07447	37.2	151.5	7.70E-45	putative holliday junction resolvase [EC:3.1.-.-]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10074102_3	K07082	42.87	337.9	2.30E-101	UPF0755 protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10074345_1	K01971	205.4	277.7	6.00E-83	bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10074345_3	K03322	534.67	672.4	2.30E-202	manganese transport protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10074795_2	K00371	154.3	176.7	2.10E-52	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10074809_1	K06915	128.87	130.7	2.00E-38	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10074822_1	K06151	319	336.8	6.30E-101	gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10074822_2	K06152	52.33	147.6	1.30E-43	gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10075132_1	K00609	242.57	244	5.80E-73	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10075132_2	K00926	91.77	412.8	2.30E-124	carbamate kinase [EC:2.7.2.2]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10075132_3	K00611	354.47	492.5	3.00E-148	ornithine carbamoyltransferase [EC:2.1.3.3]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10075173_2	K03299	67.17	313.3	6.30E-94	gluconate:H+ symporter, GntP family	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10076271_1	K07263	282.93	314.8	4.40E-94	zinc protease [EC:3.4.24.-]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10076271_2	K02536	165.77	430.6	2.50E-129	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10076364_2	K01305	113.6	530.9	4.40E-160	beta-aspartyl-dipeptidase (metallo-type) [EC:3.4.19.-]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10077086_1	K07814	215.7	244.2	8.90E-73	putative two-component system response regulator	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10077177_2	K09690	217.53	304.5	3.20E-91	lipopolysaccharide transport system permease protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10077177_3	K09691	382.9	429.1	7.50E-129	lipopolysaccharide transport system ATP-binding protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10077217_1	K03798	778.6	938.8	1.00E-282	cell division protease FtsH [EC:3.4.24.-]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10077223_3	K20444	136.97	142	6.50E-42	O-antigen biosynthesis protein [EC:2.4.1.-]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10077288_1	K03636	38.23	76	9.20E-22	sulfur-carrier protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10077288_2	K03635	39.13	163.8	1.80E-48	molybdopterin synthase catalytic subunit [EC:2.8.1.12]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10077415_3	K07064	48.4	48.6	3.00E-13	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10078208_1	K22136	178.33	429.9	4.50E-129	bacillithiol synthase	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10078351_1	K07340	68.4	81.2	2.40E-23	inner membrane protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10078410_3	K02434	445.3	598.3	6.60E-180	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10078901_3	K01886	567	926.5	3.50E-279	glutaminyl-tRNA synthetase [EC:6.1.1.18]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10079125_3	K00058	336.37	446	4.50E-134	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10079294_1	K02878	72.1	90.4	3.50E-26	large subunit ribosomal protein L16	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10079294_2	K02982	116.63	350	3.60E-105	small subunit ribosomal protein S3	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10079294_3	K02890	82.07	136.2	3.70E-40	large subunit ribosomal protein L22	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10079294_4	K02965	107.93	167.7	1.00E-49	small subunit ribosomal protein S19	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10079294_5	K02886	188.93	390	4.30E-117	large subunit ribosomal protein L2	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10079529_1	K04485	106.47	609.8	1.20E-183	DNA repair protein RadA/Sms	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10079529_2	K00068	277.07	356.9	2.90E-107	sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10080489_1	K06187	68.6	205.1	5.60E-61	recombination protein RecR	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10080489_3	K07305	203.77	213.4	1.20E-63	peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10080489_4	K09965	87.07	249.3	9.40E-75	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10080836_2	K02014	101.73	212	5.80E-63	iron complex outermembrane recepter protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10081140_1	K01512	73.57	93.7	5.30E-27	acylphosphatase [EC:3.6.1.7]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10081140_2	K00759	104.63	233.5	7.10E-70	adenine phosphoribosyltransferase [EC:2.4.2.7]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10081140_3	K03640	142.33	155.6	5.20E-46	peptidoglycan-associated lipoprotein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10081141_2	K01953	98.03	491.1	1.80E-147	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10081142_3	K15539	77.2	169.7	3.20E-50	cytoskeleton protein RodZ	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10081602_2	K00033	140.43	742	1.70E-223	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10081846_1	K01322	496.97	527.2	2.70E-158	prolyl oligopeptidase [EC:3.4.21.26]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10081900_1	K07001	93.87	250.1	1.50E-74	NTE family protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10082058_2	K03814	226.33	330.4	7.20E-99	monofunctional glycosyltransferase [EC:2.4.1.129]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10082058_3	K00797	105.97	134.6	1.50E-39	spermidine synthase [EC:2.5.1.16]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10082227_2	K03320	142.63	488.5	6.70E-147	ammonium transporter, Amt family	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10082339_1	K07814	215.7	234.8	6.10E-70	putative two-component system response regulator	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10082740_1	K06944	129.8	131	1.50E-38	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10083024_1	K03088	62	100.2	4.60E-29	RNA polymerase sigma-70 factor, ECF subfamily	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10083024_3	K00226	259.9	261.9	3.60E-78	dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10083107_3	K00858	37.3	272.5	2.30E-81	NAD+ kinase [EC:2.7.1.23]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10083389_2	K00681	551.53	592.7	3.30E-178	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10083393_4	K02909	20.57	133.2	2.30E-39	large subunit ribosomal protein L31	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10083740_2	K02481	544.23	551.4	5.40E-166	two-component system, NtrC family, response regulator	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10083979_1	K14162	1022.57	1138.6	0	error-prone DNA polymerase [EC:2.7.7.7]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10084148_1	K03046	443.23	567.6	1.30E-170	DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10084230_2	K06206	60.77	210.2	8.90E-63	sugar fermentation stimulation protein A	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10084322_1	K01733	148.53	304.1	5.80E-91	threonine synthase [EC:4.2.3.1]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10084322_2	K02838	29.07	245.4	2.50E-73	ribosome recycling factor	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10084322_3	K09903	90.4	275.4	1.50E-82	uridylate kinase [EC:2.7.4.22]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10084473_3	K02015	56.87	106.8	2.90E-31	iron complex transport system permease protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10084926_1	K03307	298.7	480.8	2.30E-144	solute:Na+ symporter, SSS family	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10084926_2	K06195	137.07	201.4	3.80E-60	ApaG protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10085514_2	K20444	136.97	146	3.90E-43	O-antigen biosynthesis protein [EC:2.4.1.-]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10085794_1	K03722	226.7	351.8	2.50E-105	ATP-dependent DNA helicase DinG [EC:3.6.4.12]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10085794_2	K00600	56.7	605.6	3.70E-182	glycine hydroxymethyltransferase [EC:2.1.2.1]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10085918_1	K15738	636	796.3	1.00E-239	ABC transport system ATP-binding/permease protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10086190_1	K01424	62.87	255.4	3.90E-76	L-asparaginase [EC:3.5.1.1]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10086443_3	K06381	92.43	196.4	2.70E-58	stage II sporulation protein D	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10087163_1	K07133	95.3	241.7	4.50E-72	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10087177_2	K06373	176	281.9	1.10E-84	spore maturation protein A	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10087177_3	K06374	141	240.3	2.90E-72	spore maturation protein B	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10087177_4	K01297	79.03	222.4	2.00E-66	muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10087342_2	K03389	316.77	344.1	4.20E-103	heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10087420_2	K01209	178.03	402.1	1.90E-120	alpha-L-arabinofuranosidase [EC:3.2.1.55]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10087575_2	K03088	62	163.4	2.70E-48	RNA polymerase sigma-70 factor, ECF subfamily	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10087653_3	K09803	24.43	122	8.90E-36	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10087750_2	K00407	29.43	54.4	3.10E-15	cytochrome c oxidase cbb3-type subunit IV	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10087750_3	K00406	105.17	305.3	2.80E-91	cytochrome c oxidase cbb3-type subunit III	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10087999_1	K02033	219.13	317.4	6.10E-95	peptide/nickel transport system permease protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10088308_4	K19156	33.3	37.5	5.80E-10	antitoxin PrlF	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10088430_2	K02114	89.87	138.7	6.40E-41	F-type H+-transporting ATPase subunit epsilon	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
